May 2 1988,113.62
Apr 4 1988,107.50
Mar 1 1988,117.88
Feb 1 1988,112.75
Jan 4 1988,117.00
Dec 1 1987,112.50
Nov 2 1987,121.00
Oct 1 1987,151.25
Sep 1 1987,168.62
Aug 3 1987,159.50
Jul 1 1987,162.88
Jun 1 1987,161.00
May 29 1987,163.25
May 1 1987,160.00
Apr 1 1987,149.00
Mar 2 1987,139.50
Feb 2 1987,128.25
Jan 2 1987,121.00
Dec 1 1986,126.50
Nov 3 1986,124.00
Oct 1 1986,134.88
Sep 2 1986,138.88
Aug 1 1986,132.62
Jul 1 1986,146.50
Jun 2 1986,152.75
May 1 1986,156.00
Apr 1 1986,151.88
Mar 3 1986,150.38
Feb 3 1986,151.88
Jan 2 1986,154.75
Dec 2 1985,139.75
Nov 1 1985,129.62
Oct 1 1985,124.00
Sep 3 1985,126.62
Aug 1 1985,131.75
Jul 1 1985,123.75
Jun 3 1985,129.38
May 1 1985,126.38
Apr 1 1985,127.00
Mar 1 1985,134.50
Feb 1 1985,135.62
Jan 2 1985,122.38
Dec 3 1984,121.25
Nov 1 1984,125.75
Oct 1 1984,123.75
Sep 4 1984,123.00
Aug 1 1984,111.00
Jul 2 1984,105.75
Jun 1 1984,107.75
May 1 1984,114.00
Apr 2 1984,114.25
Mar 1 1984,109.75
Feb 1 1984,114.25
Jan 3 1984,122.25
Dec 1 1983,117.75
Nov 1 1983,127.25
Oct 3 1983,126.50
Sep 1 1983,119.62
Aug 1 1983,120.25
Jul 1 1983,120.62
Jun 1 1983,111.25
May 2 1983,116.00
Apr 4 1983,101.62
Mar 1 1983,100.75
Feb 1 1983,98.12
Jan 3 1983,94.75
Dec 1 1982,87.25
Nov 1 1982,80.50
Oct 1 1982,74.00
Sep 1 1982,70.25
Aug 2 1982,66.62
Jul 1 1982,60.62
Jun 1 1982,61.62
May 3 1982,64.38
Apr 1 1982,60.50
Mar 1 1982,62.12
Feb 1 1982,63.00
Jan 4 1982,57.62
Dec 1 1981,54.50
Nov 30 1981,54.50
